url,# links to url,out links
https://www.cpp.edu/veterans/about-us/staff.shtml,6,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/veterans/about-us/staff.shtml#main', 'https://www.cpp.edu/veterans/index.shtml', 'https://www.cpp.edu/veterans/news-and-events/index.shtml', 'https://www.cpp.edu/veterans/about-us/staff.shtml', 'https://www.cpp.edu/veterans/admissions/index.shtml', 'https://www.cpp.edu/veterans/admissions/requirements.shtml', 'https://www.cpp.edu/veterans/admissions/returning-to-cpp.shtml', 'https://www.cpp.edu/veterans/admissions/military-credit.shtml', 'https://www.cpp.edu/veterans/admissions/residency-fee.shtml', 'https://www.cpp.edu/veterans/admissions/accreditation.shtml', 'https://www.cpp.edu/veterans/enrollment/index.shtml', 'https://www.cpp.edu/veterans/enrollment/orientation.shtml', 'https://www.cpp.edu/veterans/enrollment/priority-registration.shtml', 'https://www.cpp.edu/veterans/enrollment/academic-support.shtml', 'https://www.cpp.edu/veterans/enrollment/interruptions.shtml', 'https://www.cpp.edu/veterans/money-matters/index.shtml', 'https://www.cpp.edu/student-accounting/understanding.shtml', 'https://www.cpp.edu/financial-aid/undergraduate/current/costs.shtml', 'https://www.cpp.edu/student-accounting/tuition-fees/index.shtml', 'https://www.cpp.edu/student-accounting/payment-options/bill.shtml', 'https://www.cpp.edu/veterans/money-matters/step1.shtml', 'https://www.cpp.edu/financial-aid/index.shtml', 'https://www.cpp.edu/career/', 'https://www.cpp.edu/veterans/support-services/index.shtml', 'https://www.cpp.edu/veterans/support-services/student-services-for-veterans.shtml', 'https://www.cpp.edu/campus-life/student-services/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/academic-related.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veteran-liaisons.shtml', 'https://www.cpp.edu/veterans/faculty-staff/workshops.shtml', 'https://www.cpp.edu/veterans/faculty-staff/presentations.shtml', 'https://www.cpp.edu/veterans/faculty-staff/publications.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veterans-success-committee.shtml', 'https://www.cpp.edu/veterans/neh/index.shtml', 'https://www.cpp.edu/veterans/neh/american-war-experience.shtml', 'https://www.cpp.edu/veterans/neh/wwi.shtml', 'https://www.cpp.edu/veterans/neh/wwii.shtml', 'https://www.cpp.edu/veterans/neh/cold-war.shtml', 'https://www.cpp.edu/veterans/neh/iraq-afghanistan-wars.shtml', 'https://www.cpp.edu/veterans/neh/future-of-war.shtml', 'https://www.cpp.edu/veterans/neh/here-and-there-performance.shtml', 'https://www.cpp.edu/veterans/about-us/index.shtml', 'https://www.cpp.edu/veterans/about-us/hours-location.shtml', 'https://www.cpp.edu/registrar/calendars/index.shtml', 'https://www.cpp.edu/advising/index.shtml', 'https://www.cpp.edu/maps/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/veterans/about-us/index.shtml,6,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/veterans/about-us/index.shtml#main', 'https://www.cpp.edu/veterans/index.shtml', 'https://www.cpp.edu/veterans/news-and-events/index.shtml', 'https://www.cpp.edu/veterans/about-us/index.shtml', 'https://www.cpp.edu/veterans/admissions/index.shtml', 'https://www.cpp.edu/veterans/admissions/requirements.shtml', 'https://www.cpp.edu/veterans/admissions/returning-to-cpp.shtml', 'https://www.cpp.edu/veterans/admissions/military-credit.shtml', 'https://www.cpp.edu/veterans/admissions/residency-fee.shtml', 'https://www.cpp.edu/veterans/admissions/accreditation.shtml', 'https://www.cpp.edu/veterans/enrollment/index.shtml', 'https://www.cpp.edu/veterans/enrollment/orientation.shtml', 'https://www.cpp.edu/veterans/enrollment/priority-registration.shtml', 'https://www.cpp.edu/veterans/enrollment/academic-support.shtml', 'https://www.cpp.edu/veterans/enrollment/interruptions.shtml', 'https://www.cpp.edu/veterans/money-matters/index.shtml', 'https://www.cpp.edu/student-accounting/understanding.shtml', 'https://www.cpp.edu/financial-aid/undergraduate/current/costs.shtml', 'https://www.cpp.edu/student-accounting/tuition-fees/index.shtml', 'https://www.cpp.edu/student-accounting/payment-options/bill.shtml', 'https://www.cpp.edu/veterans/money-matters/step1.shtml', 'https://www.cpp.edu/financial-aid/index.shtml', 'https://www.cpp.edu/career/', 'https://www.cpp.edu/veterans/support-services/index.shtml', 'https://www.cpp.edu/veterans/support-services/student-services-for-veterans.shtml', 'https://www.cpp.edu/campus-life/student-services/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/academic-related.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veteran-liaisons.shtml', 'https://www.cpp.edu/veterans/faculty-staff/workshops.shtml', 'https://www.cpp.edu/veterans/faculty-staff/presentations.shtml', 'https://www.cpp.edu/veterans/faculty-staff/publications.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veterans-success-committee.shtml', 'https://www.cpp.edu/veterans/neh/index.shtml', 'https://www.cpp.edu/veterans/neh/american-war-experience.shtml', 'https://www.cpp.edu/veterans/neh/wwi.shtml', 'https://www.cpp.edu/veterans/neh/wwii.shtml', 'https://www.cpp.edu/veterans/neh/cold-war.shtml', 'https://www.cpp.edu/veterans/neh/iraq-afghanistan-wars.shtml', 'https://www.cpp.edu/veterans/neh/future-of-war.shtml', 'https://www.cpp.edu/veterans/neh/here-and-there-performance.shtml', 'https://www.cpp.edu/veterans/about-us/staff.shtml', 'https://www.cpp.edu/veterans/about-us/hours-location.shtml', 'https://www.cpp.edu/registrar/calendars/index.shtml', 'https://www.cpp.edu/advising/index.shtml', 'https://www.cpp.edu/maps/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/veterans/neh/here-and-there-performance.shtml,6,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/veterans/neh/here-and-there-performance.shtml#main', 'https://www.cpp.edu/veterans/index.shtml', 'https://www.cpp.edu/veterans/news-and-events/index.shtml', 'https://www.cpp.edu/veterans/neh/here-and-there-performance.shtml', 'https://www.cpp.edu/veterans/admissions/index.shtml', 'https://www.cpp.edu/veterans/admissions/requirements.shtml', 'https://www.cpp.edu/veterans/admissions/returning-to-cpp.shtml', 'https://www.cpp.edu/veterans/admissions/military-credit.shtml', 'https://www.cpp.edu/veterans/admissions/residency-fee.shtml', 'https://www.cpp.edu/veterans/admissions/accreditation.shtml', 'https://www.cpp.edu/veterans/enrollment/index.shtml', 'https://www.cpp.edu/veterans/enrollment/orientation.shtml', 'https://www.cpp.edu/veterans/enrollment/priority-registration.shtml', 'https://www.cpp.edu/veterans/enrollment/academic-support.shtml', 'https://www.cpp.edu/veterans/enrollment/interruptions.shtml', 'https://www.cpp.edu/veterans/money-matters/index.shtml', 'https://www.cpp.edu/student-accounting/understanding.shtml', 'https://www.cpp.edu/financial-aid/undergraduate/current/costs.shtml', 'https://www.cpp.edu/student-accounting/tuition-fees/index.shtml', 'https://www.cpp.edu/student-accounting/payment-options/bill.shtml', 'https://www.cpp.edu/veterans/money-matters/step1.shtml', 'https://www.cpp.edu/financial-aid/index.shtml', 'https://www.cpp.edu/career/', 'https://www.cpp.edu/veterans/support-services/index.shtml', 'https://www.cpp.edu/veterans/support-services/student-services-for-veterans.shtml', 'https://www.cpp.edu/campus-life/student-services/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/index.shtml', 'https://www.cpp.edu/veterans/faculty-staff/academic-related.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veteran-liaisons.shtml', 'https://www.cpp.edu/veterans/faculty-staff/workshops.shtml', 'https://www.cpp.edu/veterans/faculty-staff/presentations.shtml', 'https://www.cpp.edu/veterans/faculty-staff/publications.shtml', 'https://www.cpp.edu/veterans/faculty-staff/veterans-success-committee.shtml', 'https://www.cpp.edu/veterans/neh/index.shtml', 'https://www.cpp.edu/veterans/neh/american-war-experience.shtml', 'https://www.cpp.edu/veterans/neh/wwi.shtml', 'https://www.cpp.edu/veterans/neh/wwii.shtml', 'https://www.cpp.edu/veterans/neh/cold-war.shtml', 'https://www.cpp.edu/veterans/neh/iraq-afghanistan-wars.shtml', 'https://www.cpp.edu/veterans/neh/future-of-war.shtml', 'https://www.cpp.edu/veterans/about-us/index.shtml', 'https://www.cpp.edu/veterans/about-us/staff.shtml', 'https://www.cpp.edu/veterans/about-us/hours-location.shtml', 'https://www.cpp.edu/registrar/calendars/index.shtml', 'https://www.cpp.edu/advising/index.shtml', 'https://www.cpp.edu/maps/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/aboutcpp/index.shtml,97,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml#main', 'https://www.cpp.edu/aboutcpp', 'https://www.cpp.edu/aboutcpp/calpolypomona-overview/presidents-message.shtml', 'https://www.cpp.edu/aboutcpp/calpolypomona-overview/mission-and-values.shtml', 'https://www.cpp.edu/aboutcpp/calpolypomona-overview/campus-community.shtml', 'https://www.cpp.edu/aboutcpp/calpolypomona-overview/facts-and-figures.shtml', 'https://www.cpp.edu/aboutcpp/calpolypomona-overview/public-good.shtml', 'https://www.cpp.edu/aboutcpp/why-cpp/index.shtml', 'https://www.cpp.edu/aboutcpp/why-cpp/index.shtml#learn', 'https://www.cpp.edu/aboutcpp/why-cpp/index.shtml#poly', 'https://www.cpp.edu/aboutcpp/why-cpp/affordable-and-accessible.shtml', 'https://www.cpp.edu/aboutcpp/why-cpp/quality-learning-experiences.shtml', 'https://www.cpp.edu/aboutcpp/why-cpp/well-ranked.shtml', 'https://www.cpp.edu/aboutcpp/heritage/index.shtml', 'https://www.cpp.edu/aboutcpp/heritage/kellogg-connection.shtml', 'https://www.cpp.edu/aboutcpp/heritage/history-archives.shtml', 'https://www.cpp.edu/aboutcpp/heritage/kellogg-house-pomona.shtml', 'https://www.cpp.edu/outreach/tours.shtml', 'https://www.cpp.edu/stratcomm/getting-news.shtml', 'https://www.cpp.edu/stratcomm/sharing-news.shtml', 'https://www.cpp.edu/stratcomm/for-the-media.shtml', 'https://www.cpp.edu/stratcomm/', 'https://www.cpp.edu/giving/about-us.shtml', 'https://www.cpp.edu/philanthropy/', 'https://www.cpp.edu/philanthropy/governance/index.shtml', 'https://www.cpp.edu/extended-education/index.shtml', 'https://www.cpp.edu/registrar//transcripts/index.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/contact.shtml,1,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/contact.shtml#main', 'https://www.cpp.edu/admissions/', 'https://www.cpp.edu/student-accounting/', 'https://www.cpp.edu/financial-aid/', 'https://www.cpp.edu/registrar/', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/studentsuccess/bronco-advising-center/index.shtml,13,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/index.shtml#main', 'https://www.cpp.edu/studentsuccess/index.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/index.shtml', 'https://www.cpp.edu/studentsuccess/advising/index.shtml', 'https://www.cpp.edu/studentsuccess/advising/first-year-checklist.shtml', 'https://www.cpp.edu/studentsuccess/cppconnect/index.shtml', 'https://www.cpp.edu/studentsuccess/advising/advising-month.shtml', 'https://www.cpp.edu/studentsuccess/calendar/index.shtml', 'https://www.cpp.edu/studentsuccess/academic-calendar/finals-week.shtml', 'https://www.cpp.edu/studentsuccess/academic-calendar/summer-finals-week.shtml', 'https://www.cpp.edu/studentsuccess/directories/index.shtml', 'https://www.cpp.edu/studentsuccess/directories/advising-directory.shtml', 'https://www.cpp.edu/studentsuccess/directories/departments-az.shtml', 'https://www.cpp.edu/studentsuccess/directories/tutoring.shtml', 'https://www.cpp.edu/studentsuccess/guides/registration-page.shtml', 'https://www.cpp.edu/studentsuccess/guides/change-of-major.shtml', 'https://www.cpp.edu/studentsuccess/guides/a-z.shtml', 'https://www.cpp.edu/studentsuccess/guides/ge.shtml', 'https://www.cpp.edu/studentsuccess/guides/dpr.shtml', 'https://www.cpp.edu/studentsuccess/guides/senior-success.shtml', 'https://www.cpp.edu/studentsuccess/guides/new-student-registration.shtml', 'https://www.cpp.edu/studentsuccess/guides/instruction-modes.shtml', 'https://www.cpp.edu/studentsuccess/self-services/index.shtml', 'https://www.cpp.edu/studentsuccess/oss/index.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/about-us.shtml', 'https://www.cpp.edu/studentsuccess/oss/graduation-pledge/index.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/progress-reports.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/undeclared-advising.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/ssb-queue.shtml', 'https://www.cpp.edu/semester/index.shtml', 'https://www.cpp.edu/studentsuccess/virtual-advising-toolkit.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/safety/safer-return/,1,['https://www.cpp.edu/safer-return/index.shtml']
https://www.cpp.edu/drc/,2,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/drc/#main', 'https://www.cpp.edu/drc/index.shtml', 'https://www.cpp.edu/drc/', 'https://www.cpp.edu/drc/applying-for-services/applying-for-services.shtml', 'https://www.cpp.edu/drc/applying-for-services/disability-documentation.shtml', 'https://www.cpp.edu/drc/applying-for-services/difference-k12-highered.shtml', 'https://www.cpp.edu/drc/accommodations-and-procedures/new-student-virtual-orientation.shtml', 'https://www.cpp.edu/drc/accommodations-and-procedures/accommodations-services.shtml', 'https://www.cpp.edu/drc/accommodations-and-procedures/policies-and-procedures-links.shtml', 'https://www.cpp.edu/drc/accommodations-and-procedures/dispute-resolution1.shtml', 'https://www.cpp.edu/drc/other-drc-services/academic-advising.shtml', 'https://www.cpp.edu/drc/other-drc-services/coaching.shtml', 'https://www.cpp.edu/drc/arches/index.shtml', 'https://www.cpp.edu/ada/ability-ally-training.shtml', 'https://www.cpp.edu/drc/other-drc-services/kurzweil-300.shtml', 'https://www.cpp.edu/drc/additional-resources1/student-resources.shtml', 'https://www.cpp.edu/drc/additional-resources1/additional-resources.shtml', 'https://www.cpp.edu/drc/additional-resources1/faculty-corner.shtml', 'https://www.cpp.edu/drc/additional-resources1/voter-info.shtml', 'https://www.cpp.edu/drc/additional-resources1/student-resources-tech.shtml', 'https://www.cpp.edu/drc/additional-resources1/instruction-mode-resources.shtml', 'https://www.cpp.edu/drc/contact-us/mission-vision.shtml', 'https://www.cpp.edu/drc/contact-us/contact-us.shtml', 'https://www.cpp.edu/drc/contact-us/meet-staff.shtml', 'https://www.cpp.edu/drc/contact-us/hours-location.shtml', 'https://www.cpp.edu/healthwellbeing/', 'https://www.cpp.edu/drc/report-barrier.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/registrar/forms/forms.shtml,4,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#main', 'https://www.cpp.edu/registrar/index.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-1', 'https://www.cpp.edu/registrar/registration/registration-information.shtml', 'https://www.cpp.edu/registrar/registration/waitlisting.shtml', 'https://www.cpp.edu/registrar/registration/enrollment.shtml', 'https://www.cpp.edu/registrar/registration/schedule-builder.shtml', 'https://www.cpp.edu/registrar/registration/csu-fully-onlinecoursematch.shtml', 'https://www.cpp.edu/registrar/registration/concurrent-enrollment.shtml', 'https://www.cpp.edu/registrar/calworks/index.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-2', 'https://www.cpp.edu/registrar/student-record/grades.shtml', 'https://www.cpp.edu/registrar/student-record/degree-enrollment-verifications.shtml', 'https://www.cpp.edu/registrar/student-record/update-personal-information.shtml', 'https://www.cpp.edu/registrar/student-record/notarization-authentication.shtml', 'https://www.cpp.edu/registrar/ferpa.shtml', 'https://www.cpp.edu/registrar/academic-policies/index.shtml', 'https://www.cpp.edu/registrar/transcripts/index.shtml', 'https://www.cpp.edu/registrar/forms/index.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-3', 'https://www.cpp.edu/registrar/va-services/federal.shtml', 'https://www.cpp.edu/registrar/va-services/state.shtml', 'https://www.cpp.edu/registrar/va-services/cpp.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-4', 'https://www.cpp.edu/registrar/articulation/articulation-agreements.shtml', 'https://www.cpp.edu/registrar/articulation/tes.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-5', 'https://www.cpp.edu/registrar/graduation/ready-set-graduate.shtml', 'https://www.cpp.edu/registrar/graduation/applying-for-graduation.shtml', 'https://www.cpp.edu/registrar/graduation/transfer-and-graduation-advisors.shtml', 'https://www.cpp.edu/registrar/graduation/early-commencement-participation.shtml', 'https://www.cpp.edu/registrar/graduation/diploma-info.shtml', 'https://www.cpp.edu/registrar/degree-progress-report/index.shtml', 'https://www.cpp.edu/registrar/transfer-credit-info/index.shtml', 'https://www.cpp.edu/registrar/forms/forms.shtml#item-6', 'https://www.cpp.edu/registrar/faculty-staff-resources/class-scheduling-resources.shtml', 'https://www.cpp.edu/registrar/faculty-staff-resources/returning-students-detail.shtml', 'https://www.cpp.edu/registrar/faculty-staff-resources/faculty-grading.shtml', 'https://www.cpp.edu/registrar/faculty-staff-resources/guides-and-resources.shtml', 'https://www.cpp.edu/registrar/faculty-staff-resources/important-dates-and-deadlines.shtml', 'https://www.cpp.edu/registrar/faculty-staff-resources/additional-resources.shtml', 'https://www.cpp.edu/registrar/faq/index.shtml', 'https://www.cpp.edu/registrar/contact-us.shtml', 'https://www.cpp.edu/studentsuccess/oss/virtual-petitions.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml', 'https://www.cpp.edu/studentsuccess/guides/change-of-major.shtml', 'https://www.cpp.edu/studentsuccess/directories/advising-directory.shtml', 'https://www.cpp.edu/studentsuccess/bronco-advising-center/index.shtml', 'https://www.cpp.edu/broncodirect/', 'https://www.cpp.edu/financial-aid/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml,4,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml#main', 'https://www.cpp.edu/faculty-affairs/index.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml#item-1', 'https://www.cpp.edu/faculty-affairs/about-us/index.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/fa-directory.shtml', 'https://www.cpp.edu/facultycenter/index.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/organizational-chart.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml#item-2', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/compensation.shtml', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/department-chair.shtml', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/employment-requirements.shtml', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/evaluation.shtml', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/additional-and-outside-employment.shtml', 'https://www.cpp.edu/faculty-affairs/tenure-line-faculty/search-and-appointment-forms.shtml', 'https://www.cpp.edu/yourlife', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml#item-3', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/cdip.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/appointment-forms.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/lecturer-compensation.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/lecturer-evaluation-criteria.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/periodic-evaluation.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/visiting-faculty.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/lecturer-pool-application.shtml', 'https://www.cpp.edu/faculty-affairs/temporary-faculty/lecturer-evaluation-criteria-archive.shtml', 'https://www.cpp.edu/faculty-affairs/about-us/dept-chairs-deans-dir.shtml#item-4', 'https://www.cpp.edu/faculty-affairs/unit-11-employees/unit-11.shtml', 'https://www.cpp.edu/faculty-affairs/unit-11-employees/standards-and-information.shtml', 'https://www.cpp.edu/faculty-affairs/leaves/index.shtml', 'https://www.cpp.edu/faculty-affairs/retirement-separation/index.shtml', 'https://www.cpp.edu/faculty-affairs/related-resources/index.shtml', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml,2,"['https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#main-body', 'https://www.cpp.edu/library/index.shtml', 'https://www.cpp.edu/events/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/admissions/index.shtml#undergraduate', 'https://www.cpp.edu/admissions/index.shtml#graduate', 'https://www.cpp.edu/admissions/index.shtml#international', 'https://www.cpp.edu/extended-education/index.shtml', 'https://www.cpp.edu/veterans/admissions/index.shtml', 'https://www.cpp.edu/financial-aid/index.shtml', 'https://www.cpp.edu/student-accounting/index.shtml', 'https://www.cpp.edu/outreach/index.shtml', 'https://www.cpp.edu/ssep/index.shtml', 'https://www.cpp.edu/ssep/about-us/index.shtml', 'https://www.cpp.edu/ssep/about-us/mission-and-vision.shtml', 'https://www.cpp.edu/ssep/about-us/staff.shtml', 'https://www.cpp.edu/ssep/eop/index.shtml', 'https://www.cpp.edu/ssep/eop/about-us.shtml', 'https://www.cpp.edu/ssep/eop/services/index.shtml', 'https://www.cpp.edu/ssep/eop/prospective-students.shtml', 'https://www.cpp.edu/ssep/eop/presentation-request.shtml', 'https://www.cpp.edu/ssep/eop/current-students.shtml', 'https://www.cpp.edu/ssep/eop/alumni.shtml', 'https://www.cpp.edu/ssep/renaissance-scholars/index.shtml', 'https://www.cpp.edu/ssep/renaissance-scholars/about-us.shtml', 'https://www.cpp.edu/ssep/renaissance-scholars/prospective-scholars.shtml', 'https://www.cpp.edu/ssep/renaissance-scholars/current-scholars.shtml', 'https://www.cpp.edu/ssep/renaissance-scholars/alumni.shtml', 'https://www.cpp.edu/ssep/summer-bridge/index.shtml', 'https://www.cpp.edu/ssep/summer-bridge/sb-faq.shtml', 'https://www.cpp.edu/ssep/summer-bridge/support-services.shtml', 'https://www.cpp.edu/ssep/transfer-bridge/index.shtml', 'https://www.cpp.edu/ssep/faqs/index.shtml', 'https://www.cpp.edu/ssep/faqs/eop.shtml', 'https://www.cpp.edu/ssep/faqs/renaissance-scholars.shtml', 'https://www.cpp.edu/ssep/faqs/summer-bridge.shtml', 'https://www.cpp.edu/ssep/giving.shtml', 'https://www.cpp.edu/ssep/contact-us/index.shtml', 'https://www.cpp.edu/ssep/contact-us/hours-and-location.shtml', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#q-1', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#top-of-questions', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#q-2', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#q-3', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml#q-4', 'https://www.cpp.edu/ssep/eop/services/eop-tutorial.shtml', 'https://www.cpp.edu/file-viewers.shtml', 'https://www.cpp.edu/canvas/']"
https://www.cpp.edu/explorecpp/index.shtml,2,"['https://www.cpp.edu/privacy.shtml', 'https://www.cpp.edu/safer-return/index.shtml', 'https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml', 'https://www.cpp.edu/index.shtml', 'https://www.cpp.edu/explorecpp/index.shtml#main', 'https://www.cpp.edu/explorecpp/index.shtml', 'https://www.cpp.edu/explorecpp/conversations.shtml', 'https://www.cpp.edu/explorecpp/fit.shtml', 'https://www.cpp.edu/explorecpp/connect.shtml', 'https://www.cpp.edu/outreach/', 'https://www.cpp.edu/aboutcpp/index.shtml', 'https://www.cpp.edu/website-feedback.shtml', 'https://www.cpp.edu/accessibility.shtml', 'https://www.cpp.edu/file-viewers.shtml']"
